SP赵云,7
曹昂,7
曹纯,7
公孙康,7
关银屏,7
界关羽,7
马良,7
神吕蒙,7
势陈到,7
星徐晃,7
张绣,7
张翼,7
曹叡,6
陈武董袭,6
程昱,6
甘夫人,6
胡金定,6
界黄盖,6
界黄忠,6
界马岱,6
界夏侯惇,6
界伊籍,6
刘琦,6
谋韩当,6
谋夏侯渊,6
谋张飞,6
阮慧,6
势田丰,6
孙鲁育,6
王经,6
徐盛,6
羊祜,6
张布,6
朱灵,6
曹丕,5
典韦,5
界甘宁,5
界简雍,5
庞统,5
神张辽,5
神周瑜,5
诸葛恪,5
乐进,4
糜夫人,3
程普,2
颜良文丑,2
