郭嘉,6
黄月英,5
袁术,5
甄姬,5
大乔,4
貂蝉,4
甘宁,4
华佗,4
黄盖,4
陆逊,4
司马懿,4
孙权,4
张辽,4
诸葛亮,4
曹操,3
黄忠,3
刘备,3
吕布,3
马超,3
孙尚香,3
魏延,3
夏侯惇,3
许褚,3
于吉,3
张飞,3
张角,3
周瑜,3
关羽,2
华雄,2
吕蒙,2
夏侯渊,2
小乔,2
赵云,2
周泰,2
曹仁,1
