蒋济,10
界沮授,10
十常侍,10
势邓艾,10
势辛宪英,10
戏志才,10
杨彪,10
曹髦,9
骥张辽,9
界徐盛,9
留赞,9
谋黄盖,9
谋诸葛亮,9
神郭嘉,9
神赵云,9
势董昭,9
势太史慈,9
势魏延,9
孙寒华,9
友诸葛亮,9
张奋,9
鲍三娘,8
鲍信,8
崔琰,8
傅佥,8
郭女王,8
蒋琬,8
界钟会,8
鞠义,8
刘璋,8
骆统,8
马钧,8
谋曹操,8
谋曹丕,8
谋曹仁,8
谋公孙瓒,8
谋关羽,8
谋黄忠,8
谋刘备,8
谋陆逊,8
谋吕布,8
南华老仙,8
秦宓,8
清河公主,8
神甘宁,8
神姜维,8
神陆逊,8
神司马懿,8
神孙策,8
神太史慈,8
神荀彧,8
势国渊,8
势陆郁生,8
势于吉,8
势钟会,8
文鸯,8
星黄忠,8
星魏延,8
徐荣,8
许攸,8
羊徽瑜,8
友徐庶,8
笮融,8
周处,8
